SHA256,paths,size,decision,canonical_path,reason
34e8c4417230a19cccdf0016ad92aa4ad3c8ed28009fd40cb8a183dbf7ae8d43,L571:results/23C/fi_curve.csv | L571:results/35C/fi_curve.csv,2201,retain or review in scientific context,L571:results/23C/fi_curve.csv,Byte identity alone does not prove that experiment-specific context is redundant.
3df707ebb0994521e3c191759a255e6bb02372076ba074a8b3e272f93a446bd0,L292:results/35C/eTrC/final/trace_p1p500_nA.csv | L292:results/35C/eTrC/final_initial_translation/trace_p1p500_nA.csv,1615583,retain or review in scientific context,L292:results/35C/eTrC/final/trace_p1p500_nA.csv,Byte identity alone does not prove that experiment-specific context is redundant.
3e39af4b4e1536e5bb98b8b7e362777e2450fd5bb24e6d6d953a897b28f6f0b5,L292:results/35C/eTrC/final/trace_p0p000_nA.csv | L292:results/35C/eTrC/final_initial_translation/trace_p0p000_nA.csv,1615716,retain or review in scientific context,L292:results/35C/eTrC/final/trace_p0p000_nA.csv,Byte identity alone does not prove that experiment-specific context is redundant.
4b763d44208d38b554f9aff82c1c5be304aa212bd5057c0037b18891e7d09c62,L292:results/23C/eTrC/area_preserved_rheobase_50pA/trace_p0p550_nA.csv | L292:results/23C/eTrC/final/trace_p0p550_nA.csv,1615716,retain or review in scientific context,L292:results/23C/eTrC/final/trace_p0p550_nA.csv,Byte identity alone does not prove that experiment-specific context is redundant.
4e5e4966c938affc0a43a70f87f74046b6cf3e36650f61cfc5db4daa9c99d008,L292:results/23C/passive/final/trace_m0p005_nA.csv | L292:results/23C/passive/trials/candidate_gpas_2p9e-5/trace_m0p005_nA.csv,1615716,retain or review in scientific context,L292:results/23C/passive/final/trace_m0p005_nA.csv,Byte identity alone does not prove that experiment-specific context is redundant.
4f43001161ede211b49935f82b1a4c4d419a4de64b2410fa132408fc070ad273,L292:results/23C/delayed_excitatory/final/trace_m0p020_nA.csv | L292:results/23C/delayed_excitatory/final_after_HH2_singularity_fix/trace_m0p020_nA.csv,2163717,retain or review in scientific context,L292:results/23C/delayed_excitatory/final/trace_m0p020_nA.csv,Byte identity alone does not prove that experiment-specific context is redundant.
500c2c1e2fbc841bbe74c1507258f8fd640c96b2e701d63f2a0b5ee05f1522bc,L292:results/23C/delayed_excitatory/final/trace_p0p750_nA.csv | L292:results/23C/delayed_excitatory/final_after_HH2_singularity_fix/trace_p0p750_nA.csv,2159198,retain or review in scientific context,L292:results/23C/delayed_excitatory/final/trace_p0p750_nA.csv,Byte identity alone does not prove that experiment-specific context is redundant.
54d5ee0a17a376ca38b4bad0cf29dd9498b16be46de429cb90f18d5a1cd4ef3d,L292:results/35C/eTrC/final/trace_p0p880_nA.csv | L292:results/35C/eTrC/rheobase_refinement_10pA/trace_p0p880_nA.csv,1615585,retain or review in scientific context,L292:results/35C/eTrC/final/trace_p0p880_nA.csv,Byte identity alone does not prove that experiment-specific context is redundant.
5d2f68ef3d623260cecd2053199455cd019c17602e130467b480359260182c4f,L292:results/23C/eTrC/area_preserved_rheobase_10pA/trace_p0p560_nA.csv | L292:results/23C/eTrC/final/trace_p0p560_nA.csv,1615590,retain or review in scientific context,L292:results/23C/eTrC/final/trace_p0p560_nA.csv,Byte identity alone does not prove that experiment-specific context is redundant.
6b0dfa703887a79c358d67a18b8c1dc60577f8823bb19aa043e51c35a51d3436,L292:results/23C/delayed_excitatory/final/validation.svg | L292:results/23C/delayed_excitatory/final_after_HH2_singularity_fix/validation.svg,251991,retain or review in scientific context,L292:results/23C/delayed_excitatory/final/validation.svg,Byte identity alone does not prove that experiment-specific context is redundant.
6f98ffca486c0e335302eca3bc63d0496af42a9596fb01f7469e8380f7e4fdcc,L292:results/23C/delayed_excitatory/final/trace_p1p000_nA.csv | L292:results/23C/delayed_excitatory/final_after_HH2_singularity_fix/trace_p1p000_nA.csv,2156659,retain or review in scientific context,L292:results/23C/delayed_excitatory/final/trace_p1p000_nA.csv,Byte identity alone does not prove that experiment-specific context is redundant.
6fef664c81318d447375a311a0c15b4fcba05c0cb81a412e13f74e053a9bf5e5,L292:results/35C/eTrC/final/trace_p0p900_nA.csv | L292:results/35C/eTrC/rheobase_refinement_50pA/trace_p0p900_nA.csv,1615583,retain or review in scientific context,L292:results/35C/eTrC/final/trace_p0p900_nA.csv,Byte identity alone does not prove that experiment-specific context is redundant.
7177506efad6b6f60f1b9ac86686617bf5ffc94b8754585e2bb1e3ae6ae77496,L292:mechanisms/B_NA.mod | L571:mechanisms/medlock_reference/B_NA.mod | Medlock-scaffold:mods/B_NA.mod,1894,retain or review in scientific context,L292:mechanisms/B_NA.mod,Byte identity alone does not prove that experiment-specific context is redundant.
78c026e21551eb50c38be3d3e3c8766b8b56e6b8ef2c61a5bfcbb61cc0b8b0ee,L292:results/23C/delayed_excitatory/broad_initial_retry/trace_p0p000_nA.csv | L292:results/23C/delayed_excitatory/one_current_diagnostic/trace_p0p000_nA.csv,1615716,retain or review in scientific context,L292:results/23C/delayed_excitatory/broad_initial_retry/trace_p0p000_nA.csv,Byte identity alone does not prove that experiment-specific context is redundant.
8a644e8ce344b95497caa58b2603d3ca32d106e04a5d76efb25d146faaa1a18d,L292:results/23C/delayed_excitatory/final/trace_p0p000_nA.csv | L292:results/23C/delayed_excitatory/final_after_HH2_singularity_fix/trace_p0p000_nA.csv,2163717,retain or review in scientific context,L292:results/23C/delayed_excitatory/final/trace_p0p000_nA.csv,Byte identity alone does not prove that experiment-specific context is redundant.
8b7d0d5a9fd48d8cea8d987fd429f48d6ecb2650d2dd3872cf9dbe932b9995cb,L292:mechanisms/x86_64/special | L292:mechanisms/x86_64/special.nrn,5014,retain or review in scientific context,L292:mechanisms/x86_64/special,Byte identity alone does not prove that experiment-specific context is redundant.
9e8ab77cdedd7bcc8c887fece99c1c9856c3384afd649183a4fd256188e1f3ab,L571:results/23C/selected_traces.npz | L571:results/35C/selected_traces.npz,3406673,retain or review in scientific context,L571:results/23C/selected_traces.npz,Byte identity alone does not prove that experiment-specific context is redundant.
b020fba035f29d17bc3be505d74e3540d55316c7994b20291d1dbeefe4f639e8,L292:results/35C/eTrC/final/trace_p0p870_nA.csv | L292:results/35C/eTrC/rheobase_refinement_10pA/trace_p0p870_nA.csv,1615716,retain or review in scientific context,L292:results/35C/eTrC/final/trace_p0p870_nA.csv,Byte identity alone does not prove that experiment-specific context is redundant.
b755cb4d13eb73e31bb1ce9fcf8711dbe9cc1132d4956118ee45cfd522620586,L292:results/23C/eTrC/area_preserved_broad/trace_m0p020_nA.csv | L292:results/23C/eTrC/final/trace_m0p020_nA.csv,1615716,retain or review in scientific context,L292:results/23C/eTrC/final/trace_m0p020_nA.csv,Byte identity alone does not prove that experiment-specific context is redundant.
b97badab8d4d0389302506b9e3334471bd2fe39d5b7fbb2713f0b17b749fdd6c,L292:results/23C/eTrC/area_preserved_extended/trace_p0p500_nA.csv | L292:results/23C/eTrC/final/trace_p0p500_nA.csv,1615716,retain or review in scientific context,L292:results/23C/eTrC/final/trace_p0p500_nA.csv,Byte identity alone does not prove that experiment-specific context is redundant.
bc817ed00fd1d279c5b97026d7ebe6f5f62a47e4cb3fd69197090ed5ba4e7f63,L292:results/23C/eTrC/area_preserved_rheobase_50pA/trace_p0p600_nA.csv | L292:results/23C/eTrC/final/trace_p0p600_nA.csv,1615589,retain or review in scientific context,L292:results/23C/eTrC/final/trace_p0p600_nA.csv,Byte identity alone does not prove that experiment-specific context is redundant.
be42adf50b78220fa457c7e5afddf993f2e2ebb9acaa5cc805f3f9a14f545ec6,L292:results/23C/eTrC/area_preserved_broad/trace_p0p000_nA.csv | L292:results/23C/eTrC/final/trace_p0p000_nA.csv,1615716,retain or review in scientific context,L292:results/23C/eTrC/final/trace_p0p000_nA.csv,Byte identity alone does not prove that experiment-specific context is redundant.
cd3a99bf1c1655ce6f6c6a58861171223fd811ae02e94f0f87c6d8357b4f2ad4,L292:results/35C/eTrC/final/trace_p1p000_nA.csv | L292:results/35C/eTrC/final_initial_translation/trace_p1p000_nA.csv,1615585,retain or review in scientific context,L292:results/35C/eTrC/final/trace_p1p000_nA.csv,Byte identity alone does not prove that experiment-specific context is redundant.
deb20486d68e0396cd5d41b9fd46046f0873a9b97af371a4eeaa099477f1300f,L292:results/23C/eTrC/area_preserved_extended/trace_p0p750_nA.csv | L292:results/23C/eTrC/final/trace_p0p750_nA.csv,1615589,retain or review in scientific context,L292:results/23C/eTrC/final/trace_p0p750_nA.csv,Byte identity alone does not prove that experiment-specific context is redundant.
e0a2a144bf24354a6d419fcaee83f4f46f97579c78cc5d992eb85736918bc177,L292:results/23C/delayed_excitatory/final/trace_p0p390_nA.csv | L292:results/23C/delayed_excitatory/final_after_HH2_singularity_fix/trace_p0p390_nA.csv | L292:results/23C/delayed_excitatory/rheobase_refinement_10pA/trace_p0p390_nA.csv,2163149,retain or review in scientific context,L292:results/23C/delayed_excitatory/final/trace_p0p390_nA.csv,Byte identity alone does not prove that experiment-specific context is redundant.
e1a4839f854221eb1f3f1b7730346fe854b873562433ac73068b16ef0e8ed665,L292:results/23C/passive/final/validation.svg | L292:results/23C/passive/trials/candidate_gpas_2p9e-5/validation.svg,141045,retain or review in scientific context,L292:results/23C/passive/final/validation.svg,Byte identity alone does not prove that experiment-specific context is redundant.
e6720163228aa9149c083f01a445b8f7d85bc537d10d4b4eaf6d23a22844d00d,L292:results/23C/eTrC/area_preserved_extended/trace_p1p000_nA.csv | L292:results/23C/eTrC/final/trace_p1p000_nA.csv,1615588,retain or review in scientific context,L292:results/23C/eTrC/final/trace_p1p000_nA.csv,Byte identity alone does not prove that experiment-specific context is redundant.
f960a9e8448c1cc4505e570d8fef3e11f747138d11678346e37576f0e54d6987,L292:results/35C/eTrC/final/trace_p0p750_nA.csv | L292:results/35C/eTrC/final_initial_translation/trace_p0p750_nA.csv,1615716,retain or review in scientific context,L292:results/35C/eTrC/final/trace_p0p750_nA.csv,Byte identity alone does not prove that experiment-specific context is redundant.
fc6e0b93628d41f318c64ab134ddaa3e4f9e840be180fe5857a528ae75a3ce36,L292:mechanisms/KDRI.mod | L571:mechanisms/medlock_reference/KDRI.mod | Medlock-scaffold:mods/KDRI.mod,1818,retain or review in scientific context,L292:mechanisms/KDRI.mod,Byte identity alone does not prove that experiment-specific context is redundant.
