current_path,file_type,size_bytes,sha256,model_cell,scientific_purpose,decision,reason,destination_if_moved
L292:morphology/primary/L292-E1-LCN.metadata.json,JSON result/data,1571,0ceb3b4e857838e4c964b59d24b67f26931c012ef553459cca06d25f5082080e,L292,Project metadata or historical artifact,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/morphology/primary/L292-E1-LCN.metadata.json
L292:morphology/primary/L292-E1-LCN.std,morphology,21887,314e51c3167862d1b6e78f8df281a24686c6f281390a4d2c26efed584371f4d1,L292,Cell reconstruction or morphology loader,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/morphology/primary/L292-E1-LCN.std
L292:morphology/primary/ORIGINAL_DOWNLOAD_STATUS.md,report/documentation,730,f24ee3e73e1d3403449b54b90bce1765061d17bd55ced820ca3ed164bd06b80e,L292,"Scientific interpretation, provenance, or run documentation",move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/morphology/primary/ORIGINAL_DOWNLOAD_STATUS.md
L292:parameters/common/delayed_35C_borgka_plus10pct_diagnostic.json,parameter/configuration,455,a9a4fa9a18520decd8a01dd1791f3ca425427e9e26c961a1699f1b1848464614,L292,Configuration-driven model parameters,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/parameters/common/delayed_35C_borgka_plus10pct_diagnostic.json
L292:parameters/common/delayed_35C_HH2K_plus10pct_diagnostic.json,parameter/configuration,437,42c54f4e3e4d51b76d212fd42f8f1575775a8e8ea60bfdfae1803f4d2196aded,L292,Configuration-driven model parameters,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/parameters/common/delayed_35C_HH2K_plus10pct_diagnostic.json
L292:parameters/common/delayed_35C_KDRI_plus10pct_diagnostic.json,parameter/configuration,448,cc858767922040b5e60dc3f60ff4f8f9ab79e561d5da4d4142073e978c746b01,L292,Configuration-driven model parameters,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/parameters/common/delayed_35C_KDRI_plus10pct_diagnostic.json
L292:parameters/common/delayed_35C_sodium_minus10pct_diagnostic.json,parameter/configuration,442,5977753105e7c328708c8c70f281765ab34303444feed22a3497974f48b647c3,L292,Configuration-driven model parameters,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/parameters/common/delayed_35C_sodium_minus10pct_diagnostic.json
L292:parameters/common/delayed_35C_sodium_plus10pct_diagnostic.json,parameter/configuration,441,29e7b20f2e8dc5c1a954ef96dec675a4bcd1edc6146b6dd21bf26d909c53f102,L292,Configuration-driven model parameters,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/parameters/common/delayed_35C_sodium_plus10pct_diagnostic.json
L292:parameters/common/delayed_35C_sodium_plus20pct_diagnostic.json,parameter/configuration,439,fa6392a3ee2e6cb02d55d3139a112e843353efff01dfabf629877abc7ebefc05,L292,Configuration-driven model parameters,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/parameters/common/delayed_35C_sodium_plus20pct_diagnostic.json
L292:parameters/common/delayed_excitatory_23C.json,parameter/configuration,3971,a4768fe4c8b5fd72a220f3dfd1e388188a16a0a57d9461c387dcaf5531683f8e,L292,Configuration-driven model parameters,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/parameters/common/delayed_excitatory_23C.json
L292:parameters/common/delayed_excitatory_area_preserved_23C.json,parameter/configuration,1578,99ad9e25c5b531e8a8db54a7e94bd9fcfef53a541750d6f523cf14dfdc4c4d6e,L292,Configuration-driven model parameters,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/parameters/common/delayed_excitatory_area_preserved_23C.json
L292:parameters/common/delayed_excitatory_final_23C.json,parameter/configuration,1148,ef5ec797635e874ad4295eee70851c5eab3511fe8101312c21b04b8cb8bf0831,L292,Configuration-driven model parameters,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/parameters/common/delayed_excitatory_final_23C.json
L292:parameters/common/delayed_excitatory_final_35C.json,parameter/configuration,1377,382f63b034431c99b66676417cbfb7ddb42a88a307d052e7d3c0ec47be935f45,L292,Configuration-driven model parameters,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/parameters/common/delayed_excitatory_final_35C.json
L292:parameters/common/delayed_no_borgka_diagnostic.json,parameter/configuration,447,2f8bfafe5ead49a6e8c17200f45497c9db79cecdb053460e8289407dd96a370c,L292,Configuration-driven model parameters,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/parameters/common/delayed_no_borgka_diagnostic.json
L292:parameters/common/delayed_no_HH2_K_diagnostic.json,parameter/configuration,434,6f22dd70d1ef748e13ddb1ebb0e28a65c872e4a61e7af9e3c986eb429786f1cd,L292,Configuration-driven model parameters,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/parameters/common/delayed_no_HH2_K_diagnostic.json
L292:parameters/common/delayed_no_KDRI_diagnostic.json,parameter/configuration,436,f3dc23a387cb0d9551bd35c90faff4baed149c3fc7a598c6b37dab3227b1f125,L292,Configuration-driven model parameters,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/parameters/common/delayed_no_KDRI_diagnostic.json
L292:parameters/common/delayed_sodium_minus10pct_diagnostic.json,parameter/configuration,547,1256a09b7a74619d803ddb0cc38c7790ada30e7d30c313b738bc3ecd84708eb9,L292,Configuration-driven model parameters,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/parameters/common/delayed_sodium_minus10pct_diagnostic.json
L292:parameters/common/medlock_modeldb_267056_reference.json,parameter/configuration,78237,735a9d470b5c7d72e41d0d70ad1992a30ddbe1c683688cad30eb9092803a41ee,L292,Configuration-driven model parameters,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/parameters/common/medlock_modeldb_267056_reference.json
L292:parameters/common/passive_23C.json,parameter/configuration,4218,01b69e729c1997fba3698c71f0cdab50e437d6aadd8e5918fd704395b4d4dc03,L292,Configuration-driven model parameters,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/parameters/common/passive_23C.json
L292:parameters/eTrC/eTrC_23C.json,parameter/configuration,3778,692c80e5cc5beca7206cc6c6e0fc75d08c32d036f723dfd5e3acf02320966afb,L292,Configuration-driven model parameters,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/parameters/eTrC/eTrC_23C.json
L292:parameters/eTrC/eTrC_area_preserved_23C.json,parameter/configuration,4339,e7f2e84ebe10b95d6f9bfe9982bcab3c4bcd39717eb2428626e9aed98e09c4c4,L292,Configuration-driven model parameters,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/parameters/eTrC/eTrC_area_preserved_23C.json
L292:parameters/eTrC/eTrC_final_23C.json,parameter/configuration,1249,ba5e1b594a757311b04d3282a4312a46d26d5c8e5f3457f6a6660981eb925a39,L292,Configuration-driven model parameters,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/parameters/eTrC/eTrC_final_23C.json
L292:parameters/eTrC/eTrC_final_35C.json,parameter/configuration,1071,cb46e6462c3d5df332b77085fc2996fb043c8896b143f7678a895750c430c2f3,L292,Configuration-driven model parameters,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/parameters/eTrC/eTrC_final_35C.json
L292:README.md,report/documentation,2450,862145a5dce7203756b3dc60883c31c0e7d40b068068d1936af1331141b82cee,L292,"Scientific interpretation, provenance, or run documentation",move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/README.md
L292:reports/delayed_excitatory_validation_23C.md,report/documentation,6102,c7e033ff743e7d9bbb6a02d3122e6bdee076793e7d5f2ff0b17f5e70971fddb0,L292,"Scientific interpretation, provenance, or run documentation",move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/reports/delayed_excitatory_validation_23C.md
L292:reports/eTrC_validation_23C.md,report/documentation,6452,7a804976869d4c035df244347b84d33e3d3b4dfd8e87a8c60df77f92f3181617,L292,"Scientific interpretation, provenance, or run documentation",move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/reports/eTrC_validation_23C.md
L292:reports/excitatory_interneurons_final_report.md,report/documentation,10915,91d3cb74983226ade605264f8951b6d4270c247ad95dd34caef7887f317f04db,L292,"Scientific interpretation, provenance, or run documentation",move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/reports/excitatory_interneurons_final_report.md
L292:reports/L292-E1-LCN_morphology_QA.md,report/documentation,1813,c4b3de6c59c2c7abe8112dd091aaf3271e2a1a1e6657b756a08287c5e486c9ea,L292,"Scientific interpretation, provenance, or run documentation",move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/reports/L292-E1-LCN_morphology_QA.md
L292:reports/L292_E1_LCN_report_figures/01_complete_morphology_xy.png,figure,196224,c9d56f973db727ae4fc864b4a91246e13d850a12142ce1673ace9983e6c5f991,L292,"Visualization of morphology, simulation, or validation output",move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/reports/L292_E1_LCN_report_figures/01_complete_morphology_xy.png
L292:reports/L292_E1_LCN_report_figures/02_soma_dendrites_xy.png,figure,275858,a0ea48c8e1d7b74cf0b0314b505578e406270f6987ae0be1a3faab4778e4b3ec,L292,"Visualization of morphology, simulation, or validation output",move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/reports/L292_E1_LCN_report_figures/02_soma_dendrites_xy.png
L292:reports/L292_E1_LCN_report_figures/03_complete_axon_xy.png,figure,177093,4eeb88a6ad70958f3421a1a13d79cd3906968c0ccbc5843dce649ad7081745c6,L292,"Visualization of morphology, simulation, or validation output",move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/reports/L292_E1_LCN_report_figures/03_complete_axon_xy.png
L292:reports/L292_E1_LCN_report_figures/04_axon_origin_region.png,figure,481785,71a0d4bfc2936c01e3cc7e39dc811dd7e5dab2d192131782689401a98250f79d,L292,"Visualization of morphology, simulation, or validation output",move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/reports/L292_E1_LCN_report_figures/04_axon_origin_region.png
L292:reports/L292_E1_LCN_report_figures/05_complete_morphology_xz.png,figure,148249,637a80f994499e45edf6d2e21ba1b7d74060fc4950b6b11be8362d9cdf1e3d03,L292,"Visualization of morphology, simulation, or validation output",move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/reports/L292_E1_LCN_report_figures/05_complete_morphology_xz.png
L292:reports/L292_E1_LCN_report_figures/06_passive_23C_response.png,figure,171640,b3375678b288bb9ae40a15b56a35364a23f16e4b573310152ce438fcb8dcb07a,L292,"Visualization of morphology, simulation, or validation output",move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/reports/L292_E1_LCN_report_figures/06_passive_23C_response.png
L292:reports/L292_E1_LCN_report_figures/07_passive_convergence.png,figure,185513,3057fd75b71608663e1392e510daec5caaf93148889f0ba2f7b76c5e424035aa,L292,"Visualization of morphology, simulation, or validation output",move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/reports/L292_E1_LCN_report_figures/07_passive_convergence.png
L292:reports/L292_E1_LCN_report_figures/08_eTrC_23C_traces.png,figure,172933,eabe67a9f7d94b52528d0dc86277add44a7f52e76d86c24f9ac79dbb20729af5,L292,"Visualization of morphology, simulation, or validation output",move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/reports/L292_E1_LCN_report_figures/08_eTrC_23C_traces.png
L292:reports/L292_E1_LCN_report_figures/09_eTrC_23C_AP_zoom.png,figure,175062,3b76e763631adf7e37cafb2fb2c6cf562da87ba986f080e61f570328114ed398,L292,"Visualization of morphology, simulation, or validation output",move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/reports/L292_E1_LCN_report_figures/09_eTrC_23C_AP_zoom.png
L292:reports/L292_E1_LCN_report_figures/10_eTrC_23C_latency_current.png,figure,118589,422d2e2c746a6dd9f94d268f01f9761ff97c658d0e985db10af0b5cce42a691d,L292,"Visualization of morphology, simulation, or validation output",move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/reports/L292_E1_LCN_report_figures/10_eTrC_23C_latency_current.png
L292:reports/L292_E1_LCN_report_figures/11_delayed_23C_traces.png,figure,303227,354b7d5f2efcf4b03f18b9b092099e4c8f484883838993bf126f26153314af40,L292,"Visualization of morphology, simulation, or validation output",move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/reports/L292_E1_LCN_report_figures/11_delayed_23C_traces.png
L292:reports/L292_E1_LCN_report_figures/12_delayed_23C_latency_current.png,figure,139269,d87820a8ae62c61d927ba03085e0ee28525592f3491b971b797222c28c5146e3,L292,"Visualization of morphology, simulation, or validation output",move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/reports/L292_E1_LCN_report_figures/12_delayed_23C_latency_current.png
L292:reports/L292_E1_LCN_report_figures/13_eTrC_23C_vs_35C.png,figure,141623,7b12d0c21201438d64988bc4e7baff05d878930997e51b090160005a8ed0e760,L292,"Visualization of morphology, simulation, or validation output",move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/reports/L292_E1_LCN_report_figures/13_eTrC_23C_vs_35C.png
L292:reports/L292_E1_LCN_report_figures/14_delayed_35C_block_traces.png,figure,342645,3d512356bec52f7ccab78333882fdc86151572669810e141ed477df9d4d97ad0,L292,"Visualization of morphology, simulation, or validation output",move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/reports/L292_E1_LCN_report_figures/14_delayed_35C_block_traces.png
L292:reports/L292_E1_LCN_report_figures/15_depolarization_block_transition.png,figure,155006,603675ff569d36459c1ea8fe3948f1b5e72dad5afc0e90f2767f7a3a8dedf57b,L292,"Visualization of morphology, simulation, or validation output",move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/reports/L292_E1_LCN_report_figures/15_depolarization_block_transition.png
